1; matematica; Domanda 1; A; B; C; D; 1
2; italiano; Domanda 513; A; B; C; D; [1, 3]
2; italiano; Domanda 514; A; B; C; D; [2, 4]
2; italiano; Domanda 515; A; B; C; D; [3, 1]
2; italiano; Domanda 516; A; B; C; D; [4, 2]
2; italiano; Domanda 517; A; B; C; D; [1, 3]
2; italiano; Domanda 518; A; B; C; D; [2, 4]
2; italiano; Domanda 519; A; B; C; D; [3, 1]
2; italiano; Domanda 520; A; B; C; D; [4, 2]
2; italiano; Domanda 521; A; B; C; D; [1, 3]
2; italiano; Domanda 522; A; B; C; D; [2, 4]
2; italiano; Domanda 523; A; B; C; D; [3, 1]
2; italiano; Domanda 524; A; B; C; D; [4, 2]
2; italiano; Domanda 525; A; B; C; D; [1, 3]
2; italiano; Domanda 526; A; B; C; D; [2, 4]
2; italiano; Domanda 527; A; B; C; D; [3, 1]
2; italiano; Domanda 528; A; B; C; D; [4, 2]
2; italiano; Domanda 529; A; B; C; D; [1, 3]
2; italiano; Domanda 530; A; B; C; D; [2, 4]
2; italiano; Domanda 531; A; B; C; D; [3, 1]
2; italiano; Domanda 532; A; B; C; D; [4, 2]
2; italiano; Domanda 533; A; B; C; D; [1, 3]
2; italiano; Domanda 534; A; B; C; D; [2, 4]
2; italiano; Domanda 535; A; B; C; D; [3, 1]
2; italiano; Domanda 536; A; B; C; D; [4, 2]
2; italiano; Domanda 537; A; B; C; D; [1, 3]
2; italiano; Domanda 538; A; B; C; D; [2, 4]
2; italiano; Domanda 539; A; B; C; D; [3, 1]
2; italiano; Domanda 540; A; B; C; D; [4, 2]
2; italiano; Domanda 541; A; B; C; D; [1, 3]
2; italiano; Domanda 542; A; B; C; D; [2, 4]
2; italiano; Domanda 543; A; B; C; D; [3, 1]
2; italiano; Domanda 544; A; B; C; D; [4, 2]
2; italiano; Domanda 545; A; B; C; D; [1, 3]
2; italiano; Domanda 546; A; B; C; D; [2, 4]
2; italiano; Domanda 547; A; B; C; D; [3, 1]
2; italiano; Domanda 548; A; B; C; D; [4, 2]
2; italiano; Domanda 549; A; B; C; D; [1, 3]
2; italiano; Domanda 550; A; B; C; D; [2, 4]
2; italiano; Domanda 551; A; B; C; D; [3, 1]
2; italiano; Domanda 552; A; B; C; D; [4, 2]
2; italiano; Domanda 553; A; B; C; D; [1, 3]
2; italiano; Domanda 554; A; B; C; D; [2, 4]
2; italiano; Domanda 555; A; B; C; D; [3, 1]
2; italiano; Domanda 556; A; B; C; D; [4, 2]
2; italiano; Domanda 557; A; B; C; D; [1, 3]
2; italiano; Domanda 558; A; B; C; D; [2, 4]
2; italiano; Domanda 559; A; B; C; D; [3, 1]
2; italiano; Domanda 560; A; B; C; D; [4, 2]
2; italiano; Domanda 561; A; B; C; D; [1, 3]
2; italiano; Domanda 562; A; B; C; D; [2, 4]
2; italiano; Domanda 563; A; B; C; D; [3, 1]
2; italiano; Domanda 564; A; B; C; D; [4, 2]
2; italiano; Domanda 565; A; B; C; D; [1, 3]
2; italiano; Domanda 566; A; B; C; D; [2, 4]
2; italiano; Domanda 567; A; B; C; D; [3, 1]
2; italiano; Domanda 568; A; B; C; D; [4, 2]
2; italiano; Domanda 569; A; B; C; D; [1, 3]
2; italiano; Domanda 570; A; B; C; D; [2, 4]
2; italiano; Domanda 571; A; B; C; D; [3, 1]
2; italiano; Domanda 572; A; B; C; D; [4, 2]
2; italiano; Domanda 573; A; B; C; D; [1, 3]
2; italiano; Domanda 574; A; B; C; D; [2, 4]
2; italiano; Domanda 575; A; B; C; D; [3, 1]
2; italiano; Domanda 576; A; B; C; D; [4, 2]
2; italiano; Domanda 577; A; B; C; D; [1, 3]
2; italiano; Domanda 578; A; B; C; D; [2, 4]
2; italiano; Domanda 579; A; B; C; D; [3, 1]
2; italiano; Domanda 580; A; B; C; D; [4, 2]
2; italiano; Domanda 581; A; B; C; D; [1, 3]
2; italiano; Domanda 582; A; B; C; D; [2, 4]
2; italiano; Domanda 583; A; B; C; D; [3, 1]
2; italiano; Domanda 584; A; B; C; D; [4, 2]
2; italiano; Domanda 585; A; B; C; D; [1, 3]
2; italiano; Domanda 586; A; B; C; D; [2, 4]
2; italiano; Domanda 587; A; B; C; D; [3, 1]
2; italiano; Domanda 588; A; B; C; D; [4, 2]
2; italiano; Domanda 589; A; B; C; D; [1, 3]
2; italiano; Domanda 590; A; B; C; D; [2, 4]
2; italiano; Domanda 591; A; B; C; D; [3, 1]
2; italiano; Domanda 592; A; B; C; D; [4, 2]
2; italiano; Domanda 593; A; B; C; D; [1, 3]
2; italiano; Domanda 594; A; B; C; D; [2, 4]
2; italiano; Domanda 595; A; B; C; D; [3, 1]
2; italiano; Domanda 596; A; B; C; D; [4, 2]
2; italiano; Domanda 597; A; B; C; D; [1, 3]
2; italiano; Domanda 598; A; B; C; D; [2, 4]
2; italiano; Domanda 599; A; B; C; D; [3, 1]
2; italiano; Domanda 600; A; B; C; D; [4, 2]
2; italiano; Domanda 601; A; B; C; D; [1, 3]
2; italiano; Domanda 602; A; B; C; D; [2, 4]
2; italiano; Domanda 603; A; B; C; D; [3, 1]
2; italiano; Domanda 604; A; B; C; D; [4, 2]
2; italiano; Domanda 605; A; B; C; D; [1, 3]
2; italiano; Domanda 606; A; B; C; D; [2, 4]
2; italiano; Domanda 607; A; B; C; D; [3, 1]
2; italiano; Domanda 608; A; B; C; D; [4, 2]
2; italiano; Domanda 609; A; B; C; D; [1, 3]
2; italiano; Domanda 610; A; B; C; D; [2, 4]
2; italiano; Domanda 611; A; B; C; D; [3, 1]
2; italiano; Domanda 612; A; B; C; D; [4, 2]
2; italiano; Domanda 613; A; B; C; D; [1, 3]
2; italiano; Domanda 614; A; B; C; D; [2, 4]
2; italiano; Domanda 615; A; B; C; D; [3, 1]
2; italiano; Domanda 616; A; B; C; D; [4, 2]
2; italiano; Domanda 617; A; B; C; D; [1, 3]
2; italiano; Domanda 618; A; B; C; D; [2, 4]
2; italiano; Domanda 619; A; B; C; D; [3, 1]
2; italiano; Domanda 620; A; B; C; D; [4, 2]
2; italiano; Domanda 621; A; B; C; D; [1, 3]
2; italiano; Domanda 622; A; B; C; D; [2, 4]
2; italiano; Domanda 623; A; B; C; D; [3, 1]
2; italiano; Domanda 624; A; B; C; D; [4, 2]
2; italiano; Domanda 625; A; B; C; D; [1, 3]
2; italiano; Domanda 626; A; B; C; D; [2, 4]
2; italiano; Domanda 627; A; B; C; D; [3, 1]
2; italiano; Domanda 628; A; B; C; D; [4, 2]
2; italiano; Domanda 629; A; B; C; D; [1, 3]
2; italiano; Domanda 630; A; B; C; D; [2, 4]
2; italiano; Domanda 631; A; B; C; D; [3, 1]
2; italiano; Domanda 632; A; B; C; D; [4, 2]
2; italiano; Domanda 633; A; B; C; D; [1, 3]
2; italiano; Domanda 634; A; B; C; D; [2, 4]
2; italiano; Domanda 635; A; B; C; D; [3, 1]
2; italiano; Domanda 636; A; B; C; D; [4, 2]
2; italiano; Domanda 637; A; B; C; D; [1, 3]
2; italiano; Domanda 638; A; B; C; D; [2, 4]
2; italiano; Domanda 639; A; B; C; D; [3, 1]
2; italiano; Domanda 640; A; B; C; D; [4, 2]
2; italiano; Domanda 641; A; B; C; D; [1, 3]
2; italiano; Domanda 642; A; B; C; D; [2, 4]
2; italiano; Domanda 643; A; B; C; D; [3, 1]
2; italiano; Domanda 644; A; B; C; D; [4, 2]
2; italiano; Domanda 645; A; B; C; D; [1, 3]
2; italiano; Domanda 646; A; B; C; D; [2, 4]
2; italiano; Domanda 647; A; B; C; D; [3, 1]
2; italiano; Domanda 648; A; B; C; D; [4, 2]
2; italiano; Domanda 649; A; B; C; D; [1, 3]
2; italiano; Domanda 650; A; B; C; D; [2, 4]
2; italiano; Domanda 651; A; B; C; D; [3, 1]
2; italiano; Domanda 652; A; B; C; D; [4, 2]
2; italiano; Domanda 653; A; B; C; D; [1, 3]
2; italiano; Domanda 654; A; B; C; D; [2, 4]
2; italiano; Domanda 655; A; B; C; D; [3, 1]
2; italiano; Domanda 656; A; B; C; D; [4, 2]
2; italiano; Domanda 657; A; B; C; D; [1, 3]
2; italiano; Domanda 658; A; B; C; D; [2, 4]
2; italiano; Domanda 659; A; B; C; D; [3, 1]
2; italiano; Domanda 660; A; B; C; D; [4, 2]
2; italiano; Domanda 661; A; B; C; D; [1, 3]
2; italiano; Domanda 662; A; B; C; D; [2, 4]
2; italiano; Domanda 663; A; B; C; D; [3, 1]
2; italiano; Domanda 664; A; B; C; D; [4, 2]
2; italiano; Domanda 665; A; B; C; D; [1, 3]
2; italiano; Domanda 666; A; B; C; D; [2, 4]
2; italiano; Domanda 667; A; B; C; D; [3, 1]
2; italiano; Domanda 668; A; B; C; D; [4, 2]
2; italiano; Domanda 669; A; B; C; D; [1, 3]
2; italiano; Domanda 670; A; B; C; D; [2, 4]
2; italiano; Domanda 671; A; B; C; D; [3, 1]
2; italiano; Domanda 672; A; B; C; D; [4, 2]
2; italiano; Domanda 673; A; B; C; D; [1, 3]
2; italiano; Domanda 674; A; B; C; D; [2, 4]
2; italiano; Domanda 675; A; B; C; D; [3, 1]
2; italiano; Domanda 676; A; B; C; D; [4, 2]
2; italiano; Domanda 677; A; B; C; D; [1, 3]
2; italiano; Domanda 678; A; B; C; D; [2, 4]
2; italiano; Domanda 679; A; B; C; D; [3, 1]
2; italiano; Domanda 680; A; B; C; D; [4, 2]
2; italiano; Domanda 681; A; B; C; D; [1, 3]
2; italiano; Domanda 682; A; B; C; D; [2, 4]
2; italiano; Domanda 683; A; B; C; D; [3, 1]
2; italiano; Domanda 684; A; B; C; D; [4, 2]
2; italiano; Domanda 685; A; B; C; D; [1, 3]
2; italiano; Domanda 686; A; B; C; D; [2, 4]
2; italiano; Domanda 687; A; B; C; D; [3, 1]
2; italiano; Domanda 688; A; B; C; D; [4, 2]
2; italiano; Domanda 689; A; B; C; D; [1, 3]
2; italiano; Domanda 690; A; B; C; D; [2, 4]
2; italiano; Domanda 691; A; B; C; D; [3, 1]
2; italiano; Domanda 692; A; B; C; D; [4, 2]
2; italiano; Domanda 693; A; B; C; D; [1, 3]
2; italiano; Domanda 694; A; B; C; D; [2, 4]
2; italiano; Domanda 695; A; B; C; D; [3, 1]
2; italiano; Domanda 696; A; B; C; D; [4, 2]
2; italiano; Domanda 697; A; B; C; D; [1, 3]
2; italiano; Domanda 698; A; B; C; D; [2, 4]
2; italiano; Domanda 699; A; B; C; D; [3, 1]
2; italiano; Domanda 700; A; B; C; D; [4, 2]
2; italiano; Domanda 701; A; B; C; D; [1, 3]
2; italiano; Domanda 702; A; B; C; D; [2, 4]
2; italiano; Domanda 703; A; B; C; D; [3, 1]
2; italiano; Domanda 704; A; B; C; D; [4, 2]
2; italiano; Domanda 705; A; B; C; D; [1, 3]
2; italiano; Domanda 706; A; B; C; D; [2, 4]
2; italiano; Domanda 707; A; B; C; D; [3, 1]
2; italiano; Domanda 708; A; B; C; D; [4, 2]
2; italiano; Domanda 709; A; B; C; D; [1, 3]
2; italiano; Domanda 710; A; B; C; D; [2, 4]
2; italiano; Domanda 711; A; B; C; D; [3, 1]
2; italiano; Domanda 712; A; B; C; D; [4, 2]
2; italiano; Domanda 713; A; B; C; D; [1, 3]
2; italiano; Domanda 714; A; B; C; D; [2, 4]
2; italiano; Domanda 715; A; B; C; D; [3, 1]
2; italiano; Domanda 716; A; B; C; D; [4, 2]
2; italiano; Domanda 717; A; B; C; D; [1, 3]
2; italiano; Domanda 718; A; B; C; D; [2, 4]
2; italiano; Domanda 719; A; B; C; D; [3, 1]
2; italiano; Domanda 720; A; B; C; D; [4, 2]
2; italiano; Domanda 721; A; B; C; D; [1, 3]
2; italiano; Domanda 722; A; B; C; D; [2, 4]
2; italiano; Domanda 723; A; B; C; D; [3, 1]
2; italiano; Domanda 724; A; B; C; D; [4, 2]
2; italiano; Domanda 725; A; B; C; D; [1, 3]
2; italiano; Domanda 726; A; B; C; D; [2, 4]
2; italiano; Domanda 727; A; B; C; D; [3, 1]
2; italiano; Domanda 728; A; B; C; D; [4, 2]
2; italiano; Domanda 729; A; B; C; D; [1, 3]
2; italiano; Domanda 730; A; B; C; D; [2, 4]
2; italiano; Domanda 731; A; B; C; D; [3, 1]
2; italiano; Domanda 732; A; B; C; D; [4, 2]
2; italiano; Domanda 733; A; B; C; D; [1, 3]
2; italiano; Domanda 734; A; B; C; D; [2, 4]
2; italiano; Domanda 735; A; B; C; D; [3, 1]
2; italiano; Domanda 736; A; B; C; D; [4, 2]
2; italiano; Domanda 737; A; B; C; D; [1, 3]
2; italiano; Domanda 738; A; B; C; D; [2, 4]
2; italiano; Domanda 739; A; B; C; D; [3, 1]
2; italiano; Domanda 740; A; B; C; D; [4, 2]
2; italiano; Domanda 741; A; B; C; D; [1, 3]
2; italiano; Domanda 742; A; B; C; D; [2, 4]
2; italiano; Domanda 743; A; B; C; D; [3, 1]
2; italiano; Domanda 744; A; B; C; D; [4, 2]
2; italiano; Domanda 745; A; B; C; D; [1, 3]
2; italiano; Domanda 746; A; B; C; D; [2, 4]
2; italiano; Domanda 747; A; B; C; D; [3, 1]
2; italiano; Domanda 748; A; B; C; D; [4, 2]
2; italiano; Domanda 749; A; B; C; D; [1, 3]
2; italiano; Domanda 750; A; B; C; D; [2, 4]
2; italiano; Domanda 751; A; B; C; D; [3, 1]
2; italiano; Domanda 752; A; B; C; D; [4, 2]
2; italiano; Domanda 753; A; B; C; D; [1, 3]
2; italiano; Domanda 754; A; B; C; D; [2, 4]
2; italiano; Domanda 755; A; B; C; D; [3, 1]
2; italiano; Domanda 756; A; B; C; D; [4, 2]
2; italiano; Domanda 757; A; B; C; D; [1, 3]
2; italiano; Domanda 758; A; B; C; D; [2, 4]
2; italiano; Domanda 759; A; B; C; D; [3, 1]
2; italiano; Domanda 760; A; B; C; D; [4, 2]
2; italiano; Domanda 761; A; B; C; D; [1, 3]
2; italiano; Domanda 762; A; B; C; D; [2, 4]
2; italiano; Domanda 763; A; B; C; D; [3, 1]
2; italiano; Domanda 764; A; B; C; D; [4, 2]
2; italiano; Domanda 765; A; B; C; D; [1, 3]
2; italiano; Domanda 766; A; B; C; D; [2, 4]
2; italiano; Domanda 767; A; B; C; D; [3, 1]
2; italiano; Domanda 768; A; B; C; D; [4, 2]
2; italiano; Domanda 769; A; B; C; D; [1, 3]
2; italiano; Domanda 770; A; B; C; D; [2, 4]
2; italiano; Domanda 771; A; B; C; D; [3, 1]
2; italiano; Domanda 772; A; B; C; D; [4, 2]
2; italiano; Domanda 773; A; B; C; D; [1, 3]
2; italiano; Domanda 774; A; B; C; D; [2, 4]
2; italiano; Domanda 775; A; B; C; D; [3, 1]
2; italiano; Domanda 776; A; B; C; D; [4, 2]
2; italiano; Domanda 777; A; B; C; D; [1, 3]
2; italiano; Domanda 778; A; B; C; D; [2, 4]
2; italiano; Domanda 779; A; B; C; D; [3, 1]
2; italiano; Domanda 780; A; B; C; D; [4, 2]
2; italiano; Domanda 781; A; B; C; D; [1, 3]
2; italiano; Domanda 782; A; B; C; D; [2, 4]
2; italiano; Domanda 783; A; B; C; D; [3, 1]
2; italiano; Domanda 784; A; B; C; D; [4, 2]
2; italiano; Domanda 785; A; B; C; D; [1, 3]
2; italiano; Domanda 786; A; B; C; D; [2, 4]
2; italiano; Domanda 787; A; B; C; D; [3, 1]
2; italiano; Domanda 788; A; B; C; D; [4, 2]
2; italiano; Domanda 789; A; B; C; D; [1, 3]
2; italiano; Domanda 790; A; B; C; D; [2, 4]
2; italiano; Domanda 791; A; B; C; D; [3, 1]
2; italiano; Domanda 792; A; B; C; D; [4, 2]
2; italiano; Domanda 793; A; B; C; D; [1, 3]
2; italiano; Domanda 794; A; B; C; D; [2, 4]
2; italiano; Domanda 795; A; B; C; D; [3, 1]
2; italiano; Domanda 796; A; B; C; D; [4, 2]
2; italiano; Domanda 797; A; B; C; D; [1, 3]
2; italiano; Domanda 798; A; B; C; D; [2, 4]
2; italiano; Domanda 799; A; B; C; D; [3, 1]
2; italiano; Domanda 800; A; B; C; D; [4, 2]
2; italiano; Domanda 801; A; B; C; D; [1, 3]
2; italiano; Domanda 802; A; B; C; D; [2, 4]
2; italiano; Domanda 803; A; B; C; D; [3, 1]
2; italiano; Domanda 804; A; B; C; D; [4, 2]
2; italiano; Domanda 805; A; B; C; D; [1, 3]
2; italiano; Domanda 806; A; B; C; D; [2, 4]
2; italiano; Domanda 807; A; B; C; D; [3, 1]
2; italiano; Domanda 808; A; B; C; D; [4, 2]
2; italiano; Domanda 809; A; B; C; D; [1, 3]
2; italiano; Domanda 810; A; B; C; D; [2, 4]
2; italiano; Domanda 811; A; B; C; D; [3, 1]
2; italiano; Domanda 812; A; B; C; D; [4, 2]
2; italiano; Domanda 813; A; B; C; D; [1, 3]
2; italiano; Domanda 814; A; B; C; D; [2, 4]
2; italiano; Domanda 815; A; B; C; D; [3, 1]
2; italiano; Domanda 816; A; B; C; D; [4, 2]
2; italiano; Domanda 817; A; B; C; D; [1, 3]
2; italiano; Domanda 818; A; B; C; D; [2, 4]
2; italiano; Domanda 819; A; B; C; D; [3, 1]
2; italiano; Domanda 820; A; B; C; D; [4, 2]
2; italiano; Domanda 821; A; B; C; D; [1, 3]
2; italiano; Domanda 822; A; B; C; D; [2, 4]
2; italiano; Domanda 823; A; B; C; D; [3, 1]
2; italiano; Domanda 824; A; B; C; D; [4, 2]
2; italiano; Domanda 825; A; B; C; D; [1, 3]
2; italiano; Domanda 826; A; B; C; D; [2, 4]
2; italiano; Domanda 827; A; B; C; D; [3, 1]
2; italiano; Domanda 828; A; B; C; D; [4, 2]
2; italiano; Domanda 829; A; B; C; D; [1, 3]
2; italiano; Domanda 830; A; B; C; D; [2, 4]
2; italiano; Domanda 831; A; B; C; D; [3, 1]
2; italiano; Domanda 832; A; B; C; D; [4, 2]
2; italiano; Domanda 833; A; B; C; D; [1, 3]
2; italiano; Domanda 834; A; B; C; D; [2, 4]
2; italiano; Domanda 835; A; B; C; D; [3, 1]
2; italiano; Domanda 836; A; B; C; D; [4, 2]
2; italiano; Domanda 837; A; B; C; D; [1, 3]
2; italiano; Domanda 838; A; B; C; D; [2, 4]
2; italiano; Domanda 839; A; B; C; D; [3, 1]
2; italiano; Domanda 840; A; B; C; D; [4, 2]
2; italiano; Domanda 841; A; B; C; D; [1, 3]
2; italiano; Domanda 842; A; B; C; D; [2, 4]
2; italiano; Domanda 843; A; B; C; D; [3, 1]
2; italiano; Domanda 844; A; B; C; D; [4, 2]
2; italiano; Domanda 845; A; B; C; D; [1, 3]
2; italiano; Domanda 846; A; B; C; D; [2, 4]
2; italiano; Domanda 847; A; B; C; D; [3, 1]
2; italiano; Domanda 848; A; B; C; D; [4, 2]
2; italiano; Domanda 849; A; B; C; D; [1, 3]
2; italiano; Domanda 850; A; B; C; D; [2, 4]
2; italiano; Domanda 851; A; B; C; D; [3, 1]
2; italiano; Domanda 852; A; B; C; D; [4, 2]
2; italiano; Domanda 853; A; B; C; D; [1, 3]
2; italiano; Domanda 854; A; B; C; D; [2, 4]
2; italiano; Domanda 855; A; B; C; D; [3, 1]
2; italiano; Domanda 856; A; B; C; D; [4, 2]
2; italiano; Domanda 857; A; B; C; D; [1, 3]
2; italiano; Domanda 858; A; B; C; D; [2, 4]
2; italiano; Domanda 859; A; B; C; D; [3, 1]
2; italiano; Domanda 860; A; B; C; D; [4, 2]
2; italiano; Domanda 861; A; B; C; D; [1, 3]
2; italiano; Domanda 862; A; B; C; D; [2, 4]
2; italiano; Domanda 863; A; B; C; D; [3, 1]
2; italiano; Domanda 864; A; B; C; D; [4, 2]
2; italiano; Domanda 865; A; B; C; D; [1, 3]
2; italiano; Domanda 866; A; B; C; D; [2, 4]
2; italiano; Domanda 867; A; B; C; D; [3, 1]
2; italiano; Domanda 868; A; B; C; D; [4, 2]
2; italiano; Domanda 869; A; B; C; D; [1, 3]
2; italiano; Domanda 870; A; B; C; D; [2, 4]
2; italiano; Domanda 871; A; B; C; D; [3, 1]
2; italiano; Domanda 872; A; B; C; D; [4, 2]
2; italiano; Domanda 873; A; B; C; D; [1, 3]
2; italiano; Domanda 874; A; B; C; D; [2, 4]
2; italiano; Domanda 875; A; B; C; D; [3, 1]
2; italiano; Domanda 876; A; B; C; D; [4, 2]
2; italiano; Domanda 877; A; B; C; D; [1, 3]
2; italiano; Domanda 878; A; B; C; D; [2, 4]
2; italiano; Domanda 879; A; B; C; D; [3, 1]
2; italiano; Domanda 880; A; B; C; D; [4, 2]
2; italiano; Domanda 881; A; B; C; D; [1, 3]
2; italiano; Domanda 882; A; B; C; D; [2, 4]
2; italiano; Domanda 883; A; B; C; D; [3, 1]
2; italiano; Domanda 884; A; B; C; D; [4, 2]
2; italiano; Domanda 885; A; B; C; D; [1, 3]
2; italiano; Domanda 886; A; B; C; D; [2, 4]
2; italiano; Domanda 887; A; B; C; D; [3, 1]
2; italiano; Domanda 888; A; B; C; D; [4, 2]
2; italiano; Domanda 889; A; B; C; D; [1, 3]
2; italiano; Domanda 890; A; B; C; D; [2, 4]
2; italiano; Domanda 891; A; B; C; D; [3, 1]
2; italiano; Domanda 892; A; B; C; D; [4, 2]
2; italiano; Domanda 893; A; B; C; D; [1, 3]
2; italiano; Domanda 894; A; B; C; D; [2, 4]
2; italiano; Domanda 895; A; B; C; D; [3, 1]
2; italiano; Domanda 896; A; B; C; D; [4, 2]
2; italiano; Domanda 897; A; B; C; D; [1, 3]
2; italiano; Domanda 898; A; B; C; D; [2, 4]
2; italiano; Domanda 899; A; B; C; D; [3, 1]
2; italiano; Domanda 900; A; B; C; D; [4, 2]
2; italiano; Domanda 901; A; B; C; D; [1, 3]
2; italiano; Domanda 902; A; B; C; D; [2, 4]
2; italiano; Domanda 903; A; B; C; D; [3, 1]
2; italiano; Domanda 904; A; B; C; D; [4, 2]
2; italiano; Domanda 905; A; B; C; D; [1, 3]
2; italiano; Domanda 906; A; B; C; D; [2, 4]
2; italiano; Domanda 907; A; B; C; D; [3, 1]
2; italiano; Domanda 908; A; B; C; D; [4, 2]
2; italiano; Domanda 909; A; B; C; D; [1, 3]
2; italiano; Domanda 910; A; B; C; D; [2, 4]
2; italiano; Domanda 911; A; B; C; D; [3, 1]
2; italiano; Domanda 912; A; B; C; D; [4, 2]
2; italiano; Domanda 913; A; B; C; D; [1, 3]
2; italiano; Domanda 914; A; B; C; D; [2, 4]
2; italiano; Domanda 915; A; B; C; D; [3, 1]
2; italiano; Domanda 916; A; B; C; D; [4, 2]
2; italiano; Domanda 917; A; B; C; D; [1, 3]
2; italiano; Domanda 918; A; B; C; D; [2, 4]
2; italiano; Domanda 919; A; B; C; D; [3, 1]
2; italiano; Domanda 920; A; B; C; D; [4, 2]
2; italiano; Domanda 921; A; B; C; D; [1, 3]
2; italiano; Domanda 922; A; B; C; D; [2, 4]
2; italiano; Domanda 923; A; B; C; D; [3, 1]
2; italiano; Domanda 924; A; B; C; D; [4, 2]
2; italiano; Domanda 925; A; B; C; D; [1, 3]
2; italiano; Domanda 926; A; B; C; D; [2, 4]
2; italiano; Domanda 927; A; B; C; D; [3, 1]
2; italiano; Domanda 928; A; B; C; D; [4, 2]
2; italiano; Domanda 929; A; B; C; D; [1, 3]
2; italiano; Domanda 930; A; B; C; D; [2, 4]
2; italiano; Domanda 931; A; B; C; D; [3, 1]
2; italiano; Domanda 932; A; B; C; D; [4, 2]
2; italiano; Domanda 933; A; B; C; D; [1, 3]
2; italiano; Domanda 934; A; B; C; D; [2, 4]
2; italiano; Domanda 935; A; B; C; D; [3, 1]
2; italiano; Domanda 936; A; B; C; D; [4, 2]
2; italiano; Domanda 937; A; B; C; D; [1, 3]
2; italiano; Domanda 938; A; B; C; D; [2, 4]
2; italiano; Domanda 939; A; B; C; D; [3, 1]
2; italiano; Domanda 940; A; B; C; D; [4, 2]
2; italiano; Domanda 941; A; B; C; D; [1, 3]
2; italiano; Domanda 942; A; B; C; D; [2, 4]
2; italiano; Domanda 943; A; B; C; D; [3, 1]
2; italiano; Domanda 944; A; B; C; D; [4, 2]
2; italiano; Domanda 945; A; B; C; D; [1, 3]
2; italiano; Domanda 946; A; B; C; D; [2, 4]
2; italiano; Domanda 947; A; B; C; D; [3, 1]
2; italiano; Domanda 948; A; B; C; D; [4, 2]
2; italiano; Domanda 949; A; B; C; D; [1, 3]
2; italiano; Domanda 950; A; B; C; D; [2, 4]
2; italiano; Domanda 951; A; B; C; D; [3, 1]
2; italiano; Domanda 952; A; B; C; D; [4, 2]
2; italiano; Domanda 953; A; B; C; D; [1, 3]
2; italiano; Domanda 954; A; B; C; D; [2, 4]
2; italiano; Domanda 955; A; B; C; D; [3, 1]
2; italiano; Domanda 956; A; B; C; D; [4, 2]
2; italiano; Domanda 957; A; B; C; D; [1, 3]
2; italiano; Domanda 958; A; B; C; D; [2, 4]
2; italiano; Domanda 959; A; B; C; D; [3, 1]
2; italiano; Domanda 960; A; B; C; D; [4, 2]
2; italiano; Domanda 961; A; B; C; D; [1, 3]
2; italiano; Domanda 962; A; B; C; D; [2, 4]
2; italiano; Domanda 963; A; B; C; D; [3, 1]
2; italiano; Domanda 964; A; B; C; D; [4, 2]
2; italiano; Domanda 965; A; B; C; D; [1, 3]
2; italiano; Domanda 966; A; B; C; D; [2, 4]
2; italiano; Domanda 967; A; B; C; D; [3, 1]
2; italiano; Domanda 968; A; B; C; D; [4, 2]
2; italiano; Domanda 969; A; B; C; D; [1, 3]
2; italiano; Domanda 970; A; B; C; D; [2, 4]
2; italiano; Domanda 971; A; B; C; D; [3, 1]
2; italiano; Domanda 972; A; B; C; D; [4, 2]
2; italiano; Domanda 973; A; B; C; D; [1, 3]
2; italiano; Domanda 974; A; B; C; D; [2, 4]
2; italiano; Domanda 975; A; B; C; D; [3, 1]
2; italiano; Domanda 976; A; B; C; D; [4, 2]
2; italiano; Domanda 977; A; B; C; D; [1, 3]
2; italiano; Domanda 978; A; B; C; D; [2, 4]
2; italiano; Domanda 979; A; B; C; D; [3, 1]
2; italiano; Domanda 980; A; B; C; D; [4, 2]
2; italiano; Domanda 981; A; B; C; D; [1, 3]
2; italiano; Domanda 982; A; B; C; D; [2, 4]
2; italiano; Domanda 983; A; B; C; D; [3, 1]
2; italiano; Domanda 984; A; B; C; D; [4, 2]
2; italiano; Domanda 985; A; B; C; D; [1, 3]
2; italiano; Domanda 986; A; B; C; D; [2, 4]
2; italiano; Domanda 987; A; B; C; D; [3, 1]
2; italiano; Domanda 988; A; B; C; D; [4, 2]
2; italiano; Domanda 989; A; B; C; D; [1, 3]
2; italiano; Domanda 990; A; B; C; D; [2, 4]
2; italiano; Domanda 991; A; B; C; D; [3, 1]
2; italiano; Domanda 992; A; B; C; D; [4, 2]
2; italiano; Domanda 993; A; B; C; D; [1, 3]
2; italiano; Domanda 994; A; B; C; D; [2, 4]
2; italiano; Domanda 995; A; B; C; D; [3, 1]
2; italiano; Domanda 996; A; B; C; D; [4, 2]
2; italiano; Domanda 997; A; B; C; D; [1, 3]
2; italiano; Domanda 998; A; B; C; D; [2, 4]
2; italiano; Domanda 999; A; B; C; D; [3, 1]
2; italiano; Domanda 1000; A; B; C; D; [4, 2]
3; inglese; Domanda 1; A; B; C; D; [1, 3]
3; inglese; Domanda 2; A; B; C; D; [2, 4]
3; inglese; Domanda 3; A; B; C; D; [3, 1]
3; inglese; Domanda 4; A; B; C; D; [4, 2]
3; inglese; Domanda 5; A; B; C; D; [1, 3]
3; inglese; Domanda 6; A; B; C; D; [2, 4]
3; inglese; Domanda 7; A; B; C; D; [3, 1]
3; inglese; Domanda 8; A; B; C; D; [4, 2]
3; inglese; Domanda 9; A; B; C; D; [1, 3]
3; inglese; Domanda 10; A; B; C; D; [2, 4]
3; inglese; Domanda 11; A; B; C; D; [3, 1]
